Order Date,Customer ID,Product,Unit Price,Quantity,Coupon Code,City
09/19/2023,CUST1410,Monitor,1140.54,3,SAVE10,Montreal
09/28/2023,CUST1411,Headphones,1497.55,1,,Calgary
03/14/2023,CUST1412,Monitor,58.5,5,,Vancouver
01/01/2023,CUST1413,Headphones,73.19,2,SAVE20,Vancouver
11/16/2023,CUST1414,Laptop,1488.48,4,N/A,Calgary
09/25/2023,CUST1415,Laptop,832.63,4,SAVE20,Vancouver
10/21/2023,CUST1416,Headphones,690.32,2,,Vancouver
07/04/2023,CUST1417,Keyboard,985.75,2,SAVE20,Montreal
01/21/2023,CUST1418,Keyboard,606.01,4,SAVE20,Montreal
09/22/2023,CUST1419,Headphones,1335.67,4,SAVE10,Montreal
01/17/2023,CUST1420,Monitor,1446.54,1,SAVE10,Ottawa
07/17/2023,CUST1421,Keyboard,1108.53,3,SAVE10,Ottawa
08/29/2023,CUST1422,Keyboard,1442.36,5,SAVE20,Calgary
04/07/2023,CUST1423,Laptop,1165.2,5,,Ottawa
12/02/2023,CUST1424,Keyboard,1401.23,4,,Montreal
03/28/2023,CUST1425,Smartphone,721.3,2,N/A,Vancouver
09/16/2023,CUST1426,Smartphone,1218.52,4,SAVE10,Ottawa
03/31/2023,CUST1427,Smartphone,1382.22,3,SAVE10,Calgary
09/29/2023,CUST1428,Monitor,50.92,3,,Calgary
05/23/2023,CUST1429,Headphones,902.72,4,,Vancouver
11/04/2023,CUST1430,Smartphone,1229.83,3,,Montreal
09/15/2023,CUST1431,Headphones,500.3,4,N/A,Toronto
07/09/2023,CUST1432,Keyboard,753.26,3,,Ottawa
08/14/2023,CUST1433,Keyboard,444.14,5,SAVE20,Vancouver
04/21/2023,CUST1434,Laptop,1465.17,1,,Calgary
06/01/2023,CUST1435,Headphones,245.87,4,SAVE20,Montreal
01/05/2023,CUST1436,Laptop,95.7,5,,Calgary
01/01/2024,CUST1437,Headphones,557.93,4,,Ottawa
03/06/2023,CUST1438,Headphones,1418.89,2,SAVE20,Calgary
04/19/2023,CUST1439,Laptop,428.77,2,N/A,Toronto
07/02/2023,CUST1440,Monitor,75.93,5,SAVE10,Ottawa
07/21/2023,CUST1441,Smartphone,1025.89,4,N/A,Ottawa
08/09/2023,CUST1442,Monitor,440.36,1,,Vancouver
11/20/2023,CUST1443,Smartphone,747.06,5,N/A,Calgary
11/03/2023,CUST1444,Smartphone,80.7,3,N/A,Montreal
04/24/2023,CUST1445,Smartphone,827.69,5,,Vancouver
01/10/2023,CUST1446,Headphones,738.78,2,SAVE10,Montreal
01/11/2023,CUST1447,Laptop,504.07,1,,Ottawa
01/12/2023,CUST1448,Keyboard,1229.5,4,SAVE20,Calgary
03/07/2023,CUST1449,Laptop,719.21,1,,Vancouver
10/09/2023,CUST1450,Keyboard,627.49,5,,Calgary
07/09/2023,CUST1451,Laptop,866.28,2,N/A,Montreal
01/08/2023,CUST1452,Smartphone,674.04,4,N/A,Montreal
10/10/2023,CUST1453,Headphones,1276.66,4,SAVE20,Toronto
02/14/2023,CUST1454,Smartphone,1460.95,5,,Montreal
10/20/2023,CUST1455,Smartphone,435.25,5,SAVE20,Montreal
09/02/2023,CUST1456,Smartphone,188.67,1,,Vancouver
09/13/2023,CUST1457,Laptop,1478.38,5,SAVE20,Ottawa
05/04/2023,CUST1458,Smartphone,134.63,1,SAVE20,Toronto
05/24/2023,CUST1459,Laptop,905.06,2,SAVE10,Montreal
01/01/2023,CUST1460,Laptop,582.26,1,N/A,Calgary
11/20/2023,CUST1461,Laptop,559.73,1,SAVE20,Vancouver
05/27/2023,CUST1462,Smartphone,1063.65,4,,Calgary
01/02/2023,CUST1463,Laptop,1449.31,3,SAVE10,Toronto
09/15/2023,CUST1464,Laptop,369.44,5,SAVE10,Vancouver
10/09/2023,CUST1465,Monitor,589.31,4,N/A,Toronto
12/04/2023,CUST1466,Laptop,102.0,1,,Montreal
11/02/2023,CUST1467,Smartphone,1374.12,1,SAVE10,Calgary
11/25/2023,CUST1468,Laptop,65.59,2,N/A,Vancouver
07/21/2023,CUST1469,Smartphone,630.21,1,,Ottawa
09/01/2023,CUST1470,Laptop,871.74,5,,Vancouver
02/11/2023,CUST1471,Keyboard,739.48,4,SAVE20,Calgary
11/14/2023,CUST1472,Keyboard,963.85,2,,Montreal
06/22/2023,CUST1473,Smartphone,1353.29,5,SAVE10,Ottawa
12/07/2023,CUST1474,Laptop,508.33,1,N/A,Ottawa
03/24/2023,CUST1475,Monitor,578.29,3,N/A,Vancouver
04/04/2023,CUST1476,Monitor,1422.08,4,N/A,Toronto
04/20/2023,CUST1477,Headphones,346.0,2,,Ottawa
11/28/2023,CUST1478,Keyboard,571.99,1,,Calgary
06/19/2023,CUST1479,Smartphone,1306.89,5,,Toronto
03/13/2023,CUST1480,Keyboard,1274.34,1,SAVE10,Toronto
08/24/2023,CUST1481,Smartphone,386.15,1,,Montreal
01/25/2023,CUST1482,Headphones,121.84,2,,Toronto
07/05/2023,CUST1483,Smartphone,395.5,3,,Calgary
10/08/2023,CUST1484,Smartphone,1250.24,1,N/A,Ottawa
05/19/2023,CUST1485,Smartphone,157.35,3,N/A,Montreal
08/25/2023,CUST1486,Laptop,120.62,3,,Montreal
10/07/2023,CUST1487,Laptop,1256.42,4,SAVE20,Calgary
05/09/2023,CUST1488,Laptop,183.9,4,,Vancouver
05/09/2023,CUST1489,Keyboard,1246.37,2,,Toronto
04/11/2023,CUST1490,Keyboard,981.74,4,,Calgary
02/16/2023,CUST1491,Monitor,280.18,1,SAVE10,Toronto
12/23/2023,CUST1492,Monitor,576.72,3,SAVE10,Vancouver
03/02/2023,CUST1493,Monitor,762.23,4,,Montreal
02/01/2023,CUST1494,Laptop,944.64,5,SAVE20,Montreal
03/25/2023,CUST1495,Headphones,1161.51,2,N/A,Vancouver
08/03/2023,CUST1496,Smartphone,1494.26,5,N/A,Toronto
12/03/2023,CUST1497,Laptop,461.51,1,SAVE10,Calgary
08/29/2023,CUST1498,Headphones,957.39,1,SAVE10,Toronto
07/31/2023,CUST1499,Keyboard,330.36,3,SAVE20,Toronto
